  180 , 2.5000e+00 , 2.4500e+00, 2.5300e+00, 1.8600e+00, 1.1000e-01 , 2.4200e+00, 0.0000e+00, 2.5300e+00
  181 , 2.5000e+00 , 2.4600e+00, 2.4100e+00, 1.4700e+00, 9.0000e-02 , 2.4200e+00, -1.0000e-01, 2.4100e+00
  182 , 2.5000e+00 , 2.4600e+00, 2.5100e+00, 1.4700e+00, 9.0000e-02 , 2.4200e+00, 0.0000e+00, 2.5100e+00
  183 , 2.5000e+00 , 2.4600e+00, 2.5100e+00, 1.4700e+00, 9.0000e-02 , 2.4200e+00, 0.0000e+00, 2.5100e+00
  184 , 2.5000e+00 , 2.4600e+00, 2.5100e+00, 1.4700e+00, 9.0000e-02 , 2.4200e+00, 0.0000e+00, 2.5100e+00
  185 , 2.5000e+00 , 2.4600e+00, 2.5100e+00, 1.4700e+00, 9.0000e-02 , 2.4300e+00, 0.0000e+00, 2.5100e+00
  186 , 2.5000e+00 , 2.4600e+00, 2.5100e+00, 1.4700e+00, 9.0000e-02 , 2.4300e+00, 0.0000e+00, 2.5100e+00
  187 , 2.5000e+00 , 2.4500e+00, 2.6400e+00, 1.8600e+00, 1.1000e-01 , 2.4300e+00, 1.0000e-01, 2.6400e+00
  188 , 2.5000e+00 , 2.4600e+00, 2.4100e+00, 1.4700e+00, 9.0000e-02 , 2.4300e+00, -1.0000e-01, 2.4100e+00
  189 , 2.5000e+00 , 2.4600e+00, 2.5200e+00, 1.4700e+00, 9.0000e-02 , 2.4300e+00, 0.0000e+00, 2.5200e+00
  190 , 2.5000e+00 , 2.4600e+00, 2.5200e+00, 1.4700e+00, 9.0000e-02 , 2.4300e+00, 0.0000e+00, 2.5200e+00
  191 , 2.5000e+00 , 2.4500e+00, 2.6400e+00, 1.8600e+00, 1.1000e-01 , 2.4300e+00, 1.0000e-01, 2.6400e+00
  192 , 2.5000e+00 , 2.4600e+00, 2.4200e+00, 1.4700e+00, 9.0000e-02 , 2.4300e+00, -1.0000e-01, 2.4200e+00
  193 , 2.5000e+00 , 2.4600e+00, 2.5200e+00, 1.4700e+00, 9.0000e-02 , 2.4400e+00, 0.0000e+00, 2.5200e+00
  194 , 2.5000e+00 , 2.4600e+00, 2.5200e+00, 1.4700e+00, 9.0000e-02 , 2.4400e+00, 0.0000e+00, 2.5200e+00
  195 , 2.5000e+00 , 2.4600e+00, 2.5200e+00, 1.4700e+00, 9.0000e-02 , 2.4400e+00, 0.0000e+00, 2.5200e+00
  196 , 2.5000e+00 , 2.4600e+00, 2.5300e+00, 1.4700e+00, 9.0000e-02 , 2.4400e+00, 0.0000e+00, 2.5300e+00
  197 , 2.5000e+00 , 2.4600e+00, 2.5300e+00, 1.4700e+00, 9.0000e-02 , 2.4400e+00, 0.0000e+00, 2.5300e+00
  198 , 2.5000e+00 , 2.4600e+00, 2.5300e+00, 1.4700e+00, 9.0000e-02 , 2.4400e+00, 0.0000e+00, 2.5300e+00
  199 , 2.5000e+00 , 2.4600e+00, 2.5300e+00, 1.4700e+00, 9.0000e-02 , 2.4400e+00, 0.0000e+00, 2.5300e+00
  200 , 2.5000e+00 , 2.4600e+00, 2.5300e+00, 1.4700e+00, 9.0000e-02 , 2.4400e+00, 0.0000e+00, 2.5300e+00
  201 , 2.5000e+00 , 2.4600e+00, 2.5300e+00, 1.4700e+00, 9.0000e-02 , 2.4400e+00, 0.0000e+00, 2.5300e+00
  202 , 2.5000e+00 , 2.4600e+00, 2.5300e+00, 1.4700e+00, 9.0000e-02 , 2.4500e+00, 0.0000e+00, 2.5300e+00
  203 , 2.5000e+00 , 2.4600e+00, 2.5300e+00, 1.4700e+00, 9.0000e-02 , 2.4500e+00, 0.0000e+00, 2.5300e+00
  204 , 2.5000e+00 , 2.4600e+00, 2.5300e+00, 1.4700e+00, 9.0000e-02 , 2.4500e+00, 0.0000e+00, 2.5300e+00
  205 , 2.5000e+00 , 2.4700e+00, 2.4100e+00, 1.0800e+00, 6.0000e-02 , 2.4500e+00, -1.0000e-01, 2.4100e+00
  206 , 2.5000e+00 , 2.4600e+00, 2.6400e+00, 1.4700e+00, 9.0000e-02 , 2.4500e+00, 1.0000e-01, 2.6400e+00
  207 , 2.5000e+00 , 2.4700e+00, 2.4100e+00, 1.0800e+00, 6.0000e-02 , 2.4500e+00, -1.0000e-01, 2.4100e+00
  208 , 2.5000e+00 , 2.4700e+00, 2.5200e+00, 1.0800e+00, 6.0000e-02 , 2.4500e+00, 0.0000e+00, 2.5200e+00
  209 , 2.5000e+00 , 2.4700e+00, 2.5200e+00, 1.0800e+00, 6.0000e-02 , 2.4500e+00, 0.0000e+00, 2.5200e+00
  210 , 2.5000e+00 , 2.4700e+00, 2.5200e+00, 1.0800e+00, 6.0000e-02 , 2.4500e+00, 0.0000e+00, 2.5200e+00
  211 , 2.5000e+00 , 2.4700e+00, 2.5200e+00, 1.0800e+00, 6.0000e-02 , 2.4600e+00, 0.0000e+00, 2.5200e+00
  212 , 2.5000e+00 , 2.4700e+00, 2.5200e+00, 1.0800e+00, 6.0000e-02 , 2.4600e+00, 0.0000e+00, 2.5200e+00
  213 , 2.5000e+00 , 2.4700e+00, 2.5200e+00, 1.0800e+00, 6.0000e-02 , 2.4600e+00, 0.0000e+00, 2.5200e+00
  214 , 2.5000e+00 , 2.4700e+00, 2.5200e+00, 1.0800e+00, 6.0000e-02 , 2.4600e+00, 0.0000e+00, 2.5200e+00
  215 , 2.5000e+00 , 2.4700e+00, 2.5200e+00, 1.0800e+00, 6.0000e-02 , 2.4600e+00, 0.0000e+00, 2.5200e+00
  216 , 2.5000e+00 , 2.4800e+00, 2.4000e+00, 6.8000e-01, 4.0000e-02 , 2.4600e+00, -1.0000e-01, 2.4000e+00
  217 , 2.5000e+00 , 2.4700e+00, 2.6200e+00, 1.0800e+00, 6.0000e-02 , 2.4600e+00, 1.0000e-01, 2.6200e+00
  218 , 2.5000e+00 , 2.4800e+00, 2.4000e+00, 6.8000e-01, 4.0000e-02 , 2.4600e+00, -1.0000e-01, 2.4000e+00
  219 , 2.5000e+00 , 2.4700e+00, 2.6300e+00, 1.0800e+00, 6.0000e-02 , 2.4600e+00, 1.0000e-01, 2.6300e+00
  220 , 2.5000e+00 , 2.4800e+00, 2.4000e+00, 6.8000e-01, 4.0000e-02 , 2.4600e+00, -1.0000e-01, 2.4000e+00
  221 , 2.5000e+00 , 2.4800e+00, 2.5000e+00, 6.8000e-01, 4.0000e-02 , 2.4600e+00, 0.0000e+00, 2.5000e+00
  222 , 2.5000e+00 , 2.4800e+00, 2.5000e+00, 6.8000e-01, 4.0000e-02 , 2.4600e+00, 0.0000e+00, 2.5000e+00
  223 , 2.5000e+00 , 2.4700e+00, 2.6300e+00, 1.0800e+00, 6.0000e-02 , 2.4600e+00, 1.0000e-01, 2.6300e+00
  224 , 2.5000e+00 , 2.4700e+00, 2.5300e+00, 1.0800e+00, 6.0000e-02 , 2.4600e+00, 0.0000e+00, 2.5300e+00
  225 , 2.5000e+00 , 2.4800e+00, 2.4000e+00, 6.8000e-01, 4.0000e-02 , 2.4700e+00, -1.0000e-01, 2.4000e+00
  226 , 2.5000e+00 , 2.4700e+00, 2.6300e+00, 1.0800e+00, 6.0000e-02 , 2.4700e+00, 1.0000e-01, 2.6300e+00
  227 , 2.5000e+00 , 2.4700e+00, 2.5300e+00, 1.0800e+00, 6.0000e-02 , 2.4700e+00, 0.0000e+00, 2.5300e+00
  228 , 2.5000e+00 , 2.4700e+00, 2.5300e+00, 1.0800e+00, 6.0000e-02 , 2.4700e+00, 0.0000e+00, 2.5300e+00
  229 , 2.5000e+00 , 2.4700e+00, 2.5300e+00, 1.0800e+00, 6.0000e-02 , 2.4700e+00, 0.0000e+00, 2.5300e+00
  230 , 2.5000e+00 , 2.4700e+00, 2.5300e+00, 1.0800e+00, 6.0000e-02 , 2.4700e+00, 0.0000e+00, 2.5300e+00
  231 , 2.5000e+00 , 2.4700e+00, 2.5300e+00, 1.0800e+00, 6.0000e-02 , 2.4700e+00, 0.0000e+00, 2.5300e+00
  232 , 2.5000e+00 , 2.4700e+00, 2.5300e+00, 1.0800e+00, 6.0000e-02 , 2.4700e+00, 0.0000e+00, 2.5300e+00
  233 , 2.5000e+00 , 2.4700e+00, 2.5400e+00, 1.0800e+00, 6.0000e-02 , 2.4700e+00, 0.0000e+00, 2.5400e+00
  234 , 2.5000e+00 , 2.4700e+00, 2.5400e+00, 1.0800e+00, 6.0000e-02 , 2.4700e+00, 0.0000e+00, 2.5400e+00
  235 , 2.5000e+00 , 2.4800e+00, 2.4100e+00, 6.8000e-01, 4.0000e-02 , 2.4700e+00, -1.0000e-01, 2.4100e+00
  236 , 2.5000e+00 , 2.4700e+00, 2.6400e+00, 1.0800e+00, 6.0000e-02 , 2.4700e+00, 1.0000e-01, 2.6400e+00
  237 , 2.5000e+00 , 2.4700e+00, 2.5400e+00, 1.0800e+00, 6.0000e-02 , 2.4800e+00, 0.0000e+00, 2.5400e+00
  238 , 2.5000e+00 , 2.4700e+00, 2.5400e+00, 1.0800e+00, 6.0000e-02 , 2.4800e+00, 0.0000e+00, 2.5400e+00
  239 , 2.5000e+00 , 2.4800e+00, 2.4200e+00, 6.8000e-01, 4.0000e-02 , 2.4800e+00, -1.0000e-01, 2.4200e+00
  240 , 2.5000e+00 , 2.4800e+00, 2.5200e+00, 6.8000e-01, 4.0000e-02 , 2.4800e+00, 0.0000e+00, 2.5200e+00
  241 , 2.5000e+00 , 2.4800e+00, 2.5200e+00, 6.8000e-01, 4.0000e-02 , 2.4800e+00, 0.0000e+00, 2.5200e+00
  242 , 2.5000e+00 , 2.4800e+00, 2.5200e+00, 6.8000e-01, 4.0000e-02 , 2.4800e+00, 0.0000e+00, 2.5200e+00
  243 , 2.5000e+00 , 2.4800e+00, 2.5200e+00, 6.8000e-01, 4.0000e-02 , 2.4800e+00, 0.0000e+00, 2.5200e+00
  244 , 2.5000e+00 , 2.4800e+00, 2.5200e+00, 6.8000e-01, 4.0000e-02 , 2.4800e+00, 0.0000e+00, 2.5200e+00
  245 , 2.5000e+00 , 2.4900e+00, 2.4000e+00, 2.9000e-01, 2.0000e-02 , 2.4800e+00, -1.0000e-01, 2.4000e+00
  246 , 2.5000e+00 , 2.4800e+00, 2.6200e+00, 6.8000e-01, 4.0000e-02 , 2.4800e+00, 1.0000e-01, 2.6200e+00
  247 , 2.5000e+00 , 2.4800e+00, 2.5200e+00, 6.8000e-01, 4.0000e-02 , 2.4800e+00, 0.0000e+00, 2.5200e+00
  248 , 2.5000e+00 , 2.4800e+00, 2.5200e+00, 6.8000e-01, 4.0000e-02 , 2.4800e+00, 0.0000e+00, 2.5200e+00
  249 , 2.5000e+00 , 2.4800e+00, 2.5200e+00, 6.8000e-01, 4.0000e-02 , 2.4800e+00, 0.0000e+00, 2.5200e+00
  250 , 2.5000e+00 , 2.4800e+00, 2.5200e+00, 6.8000e-01, 4.0000e-02 , 2.4800e+00, 0.0000e+00, 2.5200e+00
  251 , 2.5000e+00 , 2.4800e+00, 2.5200e+00, 6.8000e-01, 4.0000e-02 , 2.4800e+00, 0.0000e+00, 2.5200e+00
  252 , 2.5000e+00 , 2.4800e+00, 2.5200e+00, 6.8000e-01, 4.0000e-02 , 2.4800e+00, 0.0000e+00, 2.5200e+00
  253 , 2.5000e+00 , 2.4900e+00, 2.4000e+00, 2.9000e-01, 2.0000e-02 , 2.4800e+00, -1.0000e-01, 2.4000e+00
  254 , 2.5000e+00 , 2.4800e+00, 2.6300e+00, 6.8000e-01, 4.0000e-02 , 2.4800e+00, 1.0000e-01, 2.6300e+00
  255 , 2.5000e+00 , 2.4800e+00, 2.5300e+00, 6.8000e-01, 4.0000e-02 , 2.4900e+00, 0.0000e+00, 2.5300e+00
  256 , 2.5000e+00 , 2.4800e+00, 2.5300e+00, 6.8000e-01, 4.0000e-02 , 2.4900e+00, 0.0000e+00, 2.5300e+00
  257 , 2.5000e+00 , 2.4800e+00, 2.5300e+00, 6.8000e-01, 4.0000e-02 , 2.4900e+00, 0.0000e+00, 2.5300e+00
  258 , 2.5000e+00 , 2.4800e+00, 2.5300e+00, 6.8000e-01, 4.0000e-02 , 2.4900e+00, 0.0000e+00, 2.5300e+00
  259 , 2.5000e+00 , 2.4800e+00, 2.5300e+00, 6.8000e-01, 4.0000e-02 , 2.4900e+00, 0.0000e+00, 2.5300e+00
  260 , 2.5000e+00 , 2.4800e+00, 2.5300e+00, 6.8000e-01, 4.0000e-02 , 2.4900e+00, 0.0000e+00, 2.5300e+00
  261 , 2.5000e+00 , 2.4800e+00, 2.5300e+00, 6.8000e-01, 4.0000e-02 , 2.4900e+00, 0.0000e+00, 2.5300e+00
  262 , 2.5000e+00 , 2.4800e+00, 2.5300e+00, 6.8000e-01, 4.0000e-02 , 2.4900e+00, 0.0000e+00, 2.5300e+00
  263 , 2.5000e+00 , 2.4800e+00, 2.5300e+00, 6.8000e-01, 4.0000e-02 , 2.4900e+00, 0.0000e+00, 2.5300e+00
  264 , 2.5000e+00 , 2.4800e+00, 2.5300e+00, 6.8000e-01, 4.0000e-02 , 2.4900e+00, 0.0000e+00, 2.5300e+00
  265 , 2.5000e+00 , 2.4800e+00, 2.5300e+00, 6.8000e-01, 4.0000e-02 , 2.4900e+00, 0.0000e+00, 2.5300e+00
  266 , 2.5000e+00 , 2.4800e+00, 2.5300e+00, 6.8000e-01, 4.0000e-02 , 2.4900e+00, 0.0000e+00, 2.5300e+00
  267 , 2.5000e+00 , 2.4800e+00, 2.5300e+00, 6.8000e-01, 4.0000e-02 , 2.4900e+00, 0.0000e+00, 2.5300e+00
  268 , 2.5000e+00 , 2.4800e+00, 2.5300e+00, 6.8000e-01, 4.0000e-02 , 2.4900e+00, 0.0000e+00, 2.5300e+00
  269 , 2.5000e+00 , 2.4800e+00, 2.5300e+00, 6.8000e-01, 4.0000e-02 , 2.4900e+00, 0.0000e+00, 2.5300e+00
  270 , 2.5000e+00 , 2.4800e+00, 2.5300e+00, 6.8000e-01, 4.0000e-02 , 2.4900e+00, 0.0000e+00, 2.5300e+00
  271 , 2.5000e+00 , 2.4800e+00, 2.5300e+00, 6.8000e-01, 4.0000e-02 , 2.4900e+00, 0.0000e+00, 2.5300e+00
  272 , 2.5000e+00 , 2.4800e+00, 2.5300e+00, 6.8000e-01, 4.0000e-02 , 2.4900e+00, 0.0000e+00, 2.5300e+00
  273 , 2.5000e+00 , 2.4800e+00, 2.5400e+00, 6.8000e-01, 4.0000e-02 , 2.5000e+00, 0.0000e+00, 2.5400e+00
  274 , 2.5000e+00 , 2.4900e+00, 2.4100e+00, 2.9000e-01, 2.0000e-02 , 2.5000e+00, -1.0000e-01, 2.4100e+00
  275 , 2.5000e+00 , 2.4800e+00, 2.6400e+00, 6.8000e-01, 4.0000e-02 , 2.5000e+00, 1.0000e-01, 2.6400e+00
  276 , 2.5000e+00 , 2.4800e+00, 2.5400e+00, 6.8000e-01, 4.0000e-02 , 2.5000e+00, 0.0000e+00, 2.5400e+00
  277 , 2.5000e+00 , 2.4900e+00, 2.4100e+00, 2.9000e-01, 2.0000e-02 , 2.5000e+00, -1.0000e-01, 2.4100e+00
  278 , 2.5000e+00 , 2.4900e+00, 2.5100e+00, 2.9000e-01, 2.0000e-02 , 2.5000e+00, 0.0000e+00, 2.5100e+00
  279 , 2.5000e+00 , 2.4900e+00, 2.5200e+00, 2.9000e-01, 2.0000e-02 , 2.5000e+00, 0.0000e+00, 2.5200e+00
  280 , 2.5000e+00 , 2.4900e+00, 2.5200e+00, 2.9000e-01, 2.0000e-02 , 2.5000e+00, 0.0000e+00, 2.5200e+00
  281 , 2.5000e+00 , 2.4900e+00, 2.5200e+00, 2.9000e-01, 2.0000e-02 , 2.5000e+00, 0.0000e+00, 2.5200e+00
  282 , 2.5000e+00 , 2.4900e+00, 2.5200e+00, 2.9000e-01, 2.0000e-02 , 2.5000e+00, 0.0000e+00, 2.5200e+00
  283 , 2.5000e+00 , 2.4900e+00, 2.5200e+00, 2.9000e-01, 2.0000e-02 , 2.5000e+00, 0.0000e+00, 2.5200e+00
  284 , 2.5000e+00 , 2.4900e+00, 2.5200e+00, 2.9000e-01, 2.0000e-02 , 2.5000e+00, 0.0000e+00, 2.5200e+00
  285 , 2.5000e+00 , 2.4900e+00, 2.5200e+00, 2.9000e-01, 2.0000e-02 , 2.5000e+00, 0.0000e+00, 2.5200e+00
  286 , 2.5000e+00 , 2.5000e+00, 2.3900e+00, -1.0000e-01, -1.0000e-02 , 2.5000e+00, -1.0000e-01, 2.3900e+00
  287 , 2.5000e+00 , 2.4900e+00, 2.6200e+00, 2.9000e-01, 2.0000e-02 , 2.5000e+00, 1.0000e-01, 2.6200e+00
  288 , 2.5000e+00 , 2.5000e+00, 2.3900e+00, -1.0000e-01, -1.0000e-02 , 2.5000e+00, -1.0000e-01, 2.3900e+00
  289 , 2.5000e+00 , 2.4900e+00, 2.6200e+00, 2.9000e-01, 2.0000e-02 , 2.5000e+00, 1.0000e-01, 2.6200e+00
  290 , 2.5000e+00 , 2.5000e+00, 2.3900e+00, -1.0000e-01, -1.0000e-02 , 2.5000e+00, -1.0000e-01, 2.3900e+00
  291 , 2.5000e+00 , 2.4900e+00, 2.6200e+00, 2.9000e-01, 2.0000e-02 , 2.5000e+00, 1.0000e-01, 2.6200e+00
  292 , 2.5000e+00 , 2.4900e+00, 2.5200e+00, 2.9000e-01, 2.0000e-02 , 2.5000e+00, 0.0000e+00, 2.5200e+00
  293 , 2.5000e+00 , 2.4900e+00, 2.5200e+00, 2.9000e-01, 2.0000e-02 , 2.5000e+00, 0.0000e+00, 2.5200e+00
  294 , 2.5000e+00 , 2.4900e+00, 2.5200e+00, 2.9000e-01, 2.0000e-02 , 2.5000e+00, 0.0000e+00, 2.5200e+00
  295 , 2.5000e+00 , 2.4800e+00, 2.6400e+00, 6.8000e-01, 4.0000e-02 , 2.5000e+00, 1.0000e-01, 2.6400e+00
  296 , 2.5000e+00 , 2.4900e+00, 2.4200e+00, 2.9000e-01, 2.0000e-02 , 2.5000e+00, -1.0000e-01, 2.4200e+00
  297 , 2.5000e+00 , 2.4900e+00, 2.5200e+00, 2.9000e-01, 2.0000e-02 , 2.5000e+00, 0.0000e+00, 2.5200e+00
  298 , 2.5000e+00 , 2.4900e+00, 2.5200e+00, 2.9000e-01, 2.0000e-02 , 2.5000e+00, 0.0000e+00, 2.5200e+00
  299 , 2.5000e+00 , 2.4800e+00, 2.6400e+00, 6.8000e-01, 4.0000e-02 , 2.5000e+00, 1.0000e-01, 2.6400e+00
  300 , 2.5000e+00 , 2.4900e+00, 2.4200e+00, 2.9000e-01, 2.0000e-02 , 2.5000e+00, -1.0000e-01, 2.4200e+00
  301 , 2.5000e+00 , 2.4900e+00, 2.5200e+00, 2.9000e-01, 2.0000e-02 , 2.5000e+00, 0.0000e+00, 2.5200e+00
  302 , 2.5000e+00 , 2.4900e+00, 2.5200e+00, 2.9000e-01, 2.0000e-02 , 2.5000e+00, 0.0000e+00, 2.5200e+00
  303 , 2.5000e+00 , 2.4800e+00, 2.6400e+00, 6.8000e-01, 4.0000e-02 , 2.5000e+00, 1.0000e-01, 2.6400e+00
  304 , 2.5000e+00 , 2.5000e+00, 2.2900e+00, -1.0000e-01, -1.0000e-02 , 2.5000e+00, -2.0000e-01, 2.2900e+00
  305 , 2.5000e+00 , 2.4900e+00, 2.6200e+00, 2.9000e-01, 2.0000e-02 , 2.5000e+00, 1.0000e-01, 2.6200e+00
  306 , 2.5000e+00 , 2.5000e+00, 2.4000e+00, -1.0000e-01, -1.0000e-02 , 2.5000e+00, -1.0000e-01, 2.4000e+00
  307 , 2.5000e+00 , 2.4900e+00, 2.6200e+00, 2.9000e-01, 2.0000e-02 , 2.5000e+00, 1.0000e-01, 2.6200e+00
  308 , 2.5000e+00 , 2.5000e+00, 2.4000e+00, -1.0000e-01, -1.0000e-02 , 2.5000e+00, -1.0000e-01, 2.4000e+00
  309 , 2.5000e+00 , 2.4900e+00, 2.6200e+00, 2.9000e-01, 2.0000e-02 , 2.5000e+00, 1.0000e-01, 2.6200e+00
  310 , 2.5000e+00 , 2.5000e+00, 2.4000e+00, -1.0000e-01, -1.0000e-02 , 2.5000e+00, -1.0000e-01, 2.4000e+00
  311 , 2.5000e+00 , 2.4900e+00, 2.6200e+00, 2.9000e-01, 2.0000e-02 , 2.5000e+00, 1.0000e-01, 2.6200e+00
  312 , 2.5000e+00 , 2.5000e+00, 2.4000e+00, -1.0000e-01, -1.0000e-02 , 2.5000e+00, -1.0000e-01, 2.4000e+00
  313 , 2.5000e+00 , 2.5000e+00, 2.5000e+00, -1.0000e-01, -1.0000e-02 , 2.5000e+00, 0.0000e+00, 2.5000e+00
  314 , 2.5000e+00 , 2.5000e+00, 2.5000e+00, -1.0000e-01, -1.0000e-02 , 2.5000e+00, 0.0000e+00, 2.5000e+00
  315 , 2.5000e+00 , 2.4900e+00, 2.6200e+00, 2.9000e-01, 2.0000e-02 , 2.5000e+00, 1.0000e-01, 2.6200e+00
  316 , 2.5000e+00 , 2.4900e+00, 2.5200e+00, 2.9000e-01, 2.0000e-02 , 2.5000e+00, 0.0000e+00, 2.5200e+00
  317 , 2.5000e+00 , 2.4900e+00, 2.5200e+00, 2.9000e-01, 2.0000e-02 , 2.5000e+00, 0.0000e+00, 2.5200e+00
  318 , 2.5000e+00 , 2.5000e+00, 2.4000e+00, -1.0000e-01, -1.0000e-02 , 2.5000e+00, -1.0000e-01, 2.4000e+00
  319 , 2.5000e+00 , 2.4900e+00, 2.6200e+00, 2.9000e-01, 2.0000e-02 , 2.5000e+00, 1.0000e-01, 2.6200e+00
  320 , 2.5000e+00 , 2.5000e+00, 2.4000e+00, -1.0000e-01, -1.0000e-02 , 2.5100e+00, -1.0000e-01, 2.4000e+00
  321 , 2.5000e+00 , 2.4900e+00, 2.6200e+00, 2.9000e-01, 2.0000e-02 , 2.5000e+00, 1.0000e-01, 2.6200e+00
  322 , 2.5000e+00 , 2.5000e+00, 2.4000e+00, -1.0000e-01, -1.0000e-02 , 2.5100e+00, -1.0000e-01, 2.4000e+00
  323 , 2.5000e+00 , 2.4900e+00, 2.6200e+00, 2.9000e-01, 2.0000e-02 , 2.5000e+00, 1.0000e-01, 2.6200e+00
  324 , 2.5000e+00 , 2.4900e+00, 2.5200e+00, 2.9000e-01, 2.0000e-02 , 2.5100e+00, 0.0000e+00, 2.5200e+00
  325 , 2.5000e+00 , 2.4900e+00, 2.5200e+00, 2.9000e-01, 2.0000e-02 , 2.5100e+00, 0.0000e+00, 2.5200e+00
  326 , 2.5000e+00 , 2.4900e+00, 2.5200e+00, 2.9000e-01, 2.0000e-02 , 2.5100e+00, 0.0000e+00, 2.5200e+00
  327 , 2.5000e+00 , 2.4900e+00, 2.5200e+00, 2.9000e-01, 2.0000e-02 , 2.5100e+00, 0.0000e+00, 2.5200e+00
  328 , 2.5000e+00 , 2.5000e+00, 2.4000e+00, -1.0000e-01, -1.0000e-02 , 2.5100e+00, -1.0000e-01, 2.4000e+00
  329 , 2.5000e+00 , 2.4800e+00, 2.7500e+00, 6.8000e-01, 4.0000e-02 , 2.5100e+00, 2.0000e-01, 2.7500e+00
  330 , 2.5000e+00 , 2.4900e+00, 2.4200e+00, 2.9000e-01, 2.0000e-02 , 2.5100e+00, -1.0000e-01, 2.4200e+00
  331 , 2.5000e+00 , 2.4900e+00, 2.5200e+00, 2.9000e-01, 2.0000e-02 , 2.5100e+00, 0.0000e+00, 2.5200e+00
  332 , 2.5000e+00 , 2.4900e+00, 2.5200e+00, 2.9000e-01, 2.0000e-02 , 2.5100e+00, 0.0000e+00, 2.5200e+00
  333 , 2.5000e+00 , 2.4900e+00, 2.5200e+00, 2.9000e-01, 2.0000e-02 , 2.5100e+00, 0.0000e+00, 2.5200e+00
  334 , 2.5000e+00 , 2.4900e+00, 2.5200e+00, 2.9000e-01, 2.0000e-02 , 2.5100e+00, 0.0000e+00, 2.5200e+00
  335 , 2.5000e+00 , 2.4900e+00, 2.5200e+00, 2.9000e-01, 2.0000e-02 , 2.5100e+00, 0.0000e+00, 2.5200e+00
  336 , 2.5000e+00 , 2.5000e+00, 2.4000e+00, -1.0000e-01, -1.0000e-02 , 2.5100e+00, -1.0000e-01, 2.4000e+00
  337 , 2.5000e+00 , 2.4900e+00, 2.6300e+00, 2.9000e-01, 2.0000e-02 , 2.5100e+00, 1.0000e-01, 2.6300e+00
  338 , 2.5000e+00 , 2.4900e+00, 2.5300e+00, 2.9000e-01, 2.0000e-02 , 2.5100e+00, 0.0000e+00, 2.5300e+00
  339 , 2.5000e+00 , 2.5000e+00, 2.4000e+00, -1.0000e-01, -1.0000e-02 , 2.5100e+00, -1.0000e-01, 2.4000e+00
  340 , 2.5000e+00 , 2.5000e+00, 2.5000e+00, -1.0000e-01, -1.0000e-02 , 2.5100e+00, 0.0000e+00, 2.5000e+00
  341 , 2.5000e+00 , 2.4900e+00, 2.6300e+00, 2.9000e-01, 2.0000e-02 , 2.5100e+00, 1.0000e-01, 2.6300e+00
  342 , 2.5000e+00 , 2.5000e+00, 2.4000e+00, -1.0000e-01, -1.0000e-02 , 2.5100e+00, -1.0000e-01, 2.4000e+00
  343 , 2.5000e+00 , 2.4900e+00, 2.6300e+00, 2.9000e-01, 2.0000e-02 , 2.5100e+00, 1.0000e-01, 2.6300e+00
  344 , 2.5000e+00 , 2.5000e+00, 2.4000e+00, -1.0000e-01, -1.0000e-02 , 2.5100e+00, -1.0000e-01, 2.4000e+00
  345 , 2.5000e+00 , 2.5000e+00, 2.5000e+00, -1.0000e-01, -1.0000e-02 , 2.5100e+00, 0.0000e+00, 2.5000e+00
  346 , 2.5000e+00 , 2.5000e+00, 2.5000e+00, -1.0000e-01, -1.0000e-02 , 2.5100e+00, 0.0000e+00, 2.5000e+00
  347 , 2.5000e+00 , 2.4900e+00, 2.6300e+00, 2.9000e-01, 2.0000e-02 , 2.5100e+00, 1.0000e-01, 2.6300e+00
  348 , 2.5000e+00 , 2.4900e+00, 2.5300e+00, 2.9000e-01, 2.0000e-02 , 2.5100e+00, 0.0000e+00, 2.5300e+00
  349 , 2.5000e+00 , 2.4900e+00, 2.5300e+00, 2.9000e-01, 2.0000e-02 , 2.5100e+00, 0.0000e+00, 2.5300e+00
  350 , 2.5000e+00 , 2.4900e+00, 2.5300e+00, 2.9000e-01, 2.0000e-02 , 2.5100e+00, 0.0000e+00, 2.5300e+00
  351 , 2.5000e+00 , 2.4900e+00, 2.5300e+00, 2.9000e-01, 2.0000e-02 , 2.5100e+00, 0.0000e+00, 2.5300e+00
  352 , 2.5000e+00 , 2.4900e+00, 2.5300e+00, 2.9000e-01, 2.0000e-02 , 2.5100e+00, 0.0000e+00, 2.5300e+00
  353 , 2.5000e+00 , 2.4800e+00, 2.6500e+00, 6.8000e-01, 4.0000e-02 , 2.5100e+00, 1.0000e-01, 2.6500e+00
  354 , 2.5000e+00 , 2.4900e+00, 2.4300e+00, 2.9000e-01, 2.0000e-02 , 2.5100e+00, -1.0000e-01, 2.4300e+00
  355 , 2.5000e+00 , 2.4900e+00, 2.5300e+00, 2.9000e-01, 2.0000e-02 , 2.5100e+00, 0.0000e+00, 2.5300e+00
  356 , 2.5000e+00 , 2.4900e+00, 2.5300e+00, 2.9000e-01, 2.0000e-02 , 2.5100e+00, 0.0000e+00, 2.5300e+00
  357 , 2.5000e+00 , 2.4900e+00, 2.5300e+00, 2.9000e-01, 2.0000e-02 , 2.5100e+00, 0.0000e+00, 2.5300e+00
  358 , 2.5000e+00 , 2.4900e+00, 2.5300e+00, 2.9000e-01, 2.0000e-02 , 2.5100e+00, 0.0000e+00, 2.5300e+00
